,road_1,road_2,road_3,road_4,road_5,road_6,road_7,road_8,road_9,road_10,road_11,road_12,road_13,road_14,road_15,road_16,road_17,road_18
2022-07-23 22:26:00,20,49,53,25,105,16,19,41,73,28,136,55,145,51,150,51,50,54
2022-07-23 22:27:00,24,52,43,15,116,9,21,24,25,41,59,78,79,56,64,46,21,35
2022-07-23 22:28:00,23,51,56,41,78,46,26,21,17,41,25,79,143,67,181,69,39,33
2022-07-23 22:29:00,27,46,53,40,60,45,31,29,40,57,21,44,75,85,90,55,22,28
2022-07-23 22:30:00,24,36,49,40,93,45,23,19,28,61,47,60,76,33,77,64,26,57
2022-07-23 22:31:00,23,56,67,44,94,49,27,37,25,25,23,33,123,61,92,85,29,53
2022-07-23 22:32:00,26,48,49,43,94,48,30,45,32,19,63,36,61,28,46,29,14,67
2022-07-23 22:33:00,21,48,44,41,93,46,21,20,29,22,38,40,30,19,22,17,32,22
2022-07-23 22:34:00,30,50,64,43,96,48,23,29,45,47,44,46,76,46,20,17,40,69
2022-07-23 22:35:00,21,52,56,39,75,45,25,21,48,40,35,51,82,66,50,13,19,118
2022-07-23 22:36:00,24,59,52,41,81,46,25,23,30,61,80,137,72,41,129,34,25,67
2022-07-23 22:37:00,24,42,40,37,69,43,25,27,74,37,135,41,61,33,110,63,63,82
2022-07-23 22:38:00,38,38,43,37,78,24,22,21,45,57,40,38,154,60,52,29,66,81
2022-07-23 22:39:00,17,40,46,37,69,35,18,23,25,54,34,35,60,85,88,27,45,50
2022-07-23 22:40:00,23,33,46,40,81,45,28,30,11,36,162,101,80,96,79,27,80,90
2022-07-23 22:41:00,25,46,51,43,79,57,28,36,28,60,47,45,34,60,37,75,32,99
2022-07-23 22:42:00,18,39,42,16,120,63,26,21,39,53,79,64,37,82,33,29,32,38
2022-07-23 22:43:00,17,56,60,26,82,66,27,23,25,135,30,45,74,24,80,21,61,22
2022-07-23 22:44:00,36,33,50,24,107,38,23,20,32,56,36,38,69,32,43,70,59,42
2022-07-23 22:45:00,21,53,44,25,60,34,21,16,25,79,32,33,36,71,43,26,82,59
2022-07-23 22:46:00,12,45,37,17,87,38,22,30,59,165,62,24,24,69,41,18,69,91
2022-07-23 22:47:00,29,46,42,19,55,39,26,18,33,75,28,47,55,43,53,44,21,79
2022-07-23 22:48:00,22,30,35,19,70,43,24,34,23,41,149,65,60,36,23,59,68,35
2022-07-23 22:49:00,24,44,43,23,86,58,36,31,28,55,62,78,55,43,46,38,37,114
2022-07-23 22:50:00,20,41,48,37,98,53,35,33,43,114,38,44,46,36,108,64,40,34
2022-07-23 22:51:00,20,53,53,22,84,46,31,32,43,80,18,37,53,47,72,40,25,97
2022-07-23 22:52:00,30,50,50,23,73,63,27,27,27,75,11,43,241,46,60,20,31,118
2022-07-23 22:53:00,25,40,53,30,112,68,23,19,29,53,20,55,70,42,86,53,58,131
2022-07-23 22:54:00,27,50,57,17,81,48,11,20,29,43,116,62,71,57,115,28,42,94
2022-07-23 22:55:00,20,46,37,21,75,54,22,29,29,94,53,100,52,42,23,17,10,46
2022-07-23 22:56:00,18,33,41,18,79,43,28,26,15,45,97,64,67,82,29,77,24,17
2022-07-23 22:57:00,29,41,44,30,86,51,28,29,28,47,58,24,83,63,17,34,22,74
2022-07-23 22:58:00,25,41,31,24,83,45,34,33,66,51,25,25,46,24,23,35,53,79
2022-07-23 22:59:00,20,39,49,19,83,32,25,24,46,36,29,38,29,35,53,19,28,49
2022-07-23 23:00:00,22,50,41,20,87,32,20,17,46,65,55,54,58,95,45,39,17,21
2022-07-23 23:01:00,18,41,44,27,78,25,22,18,62,67,36,34,57,44,40,49,21,39
2022-07-23 23:02:00,16,47,33,22,68,14,17,21,26,126,50,41,64,88,65,34,48,53
2022-07-23 23:03:00,26,34,38,19,77,24,17,20,23,78,117,100,40,50,68,43,39,121
2022-07-23 23:04:00,22,54,51,24,77,20,16,26,30,153,132,173,51,32,66,20,51,72
2022-07-23 23:05:00,23,33,44,12,84,37,21,23,49,131,66,83,59,85,87,15,35,68
2022-07-23 23:06:00,19,48,56,24,65,15,20,30,49,43,37,46,47,42,34,27,43,117
2022-07-23 23:07:00,16,26,34,18,70,41,28,25,41,49,90,46,103,58,49,66,84,103
2022-07-23 23:08:00,25,32,49,32,73,32,21,34,79,41,26,46,91,106,114,29,53,45
2022-07-23 23:09:00,25,38,36,16,73,44,31,38,32,55,21,89,91,47,112,13,26,123
2022-07-23 23:10:00,19,38,49,27,100,44,30,17,22,130,22,43,64,50,127,72,25,45
2022-07-23 23:11:00,30,46,48,22,74,45,26,31,45,94,29,100,74,25,34,38,71,35
2022-07-23 23:12:00,18,36,41,13,68,41,22,26,43,48,20,65,35,53,15,44,49,21
2022-07-23 23:13:00,18,36,43,21,86,44,24,25,45,75,20,90,27,27,37,30,24,18
2022-07-23 23:14:00,17,33,34,26,88,42,13,24,39,34,86,35,17,24,104,27,94,12
2022-07-23 23:15:00,18,57,42,16,60,41,25,19,23,24,30,36,7,54,70,20,17,36
2022-07-23 23:16:00,20,30,38,30,76,42,13,27,12,26,33,29,10,33,121,29,67,129
2022-07-23 23:17:00,20,32,32,21,61,27,21,23,11,21,48,43,14,71,63,54,38,57
2022-07-23 23:18:00,19,39,31,15,64,20,20,21,46,45,31,129,31,64,104,22,46,18
2022-07-23 23:19:00,20,34,41,20,71,14,16,19,42,64,90,42,141,80,55,55,79,45
2022-07-23 23:20:00,16,33,33,22,68,8,21,20,30,54,160,23,40,71,73,52,14,34
2022-07-23 23:21:00,16,34,43,16,61,22,15,23,35,66,64,36,119,93,33,25,22,26
2022-07-23 23:22:00,15,42,32,15,50,14,13,25,45,63,50,71,71,56,96,29,53,33
2022-07-23 23:23:00,18,31,44,17,71,21,28,32,19,107,83,49,52,24,81,66,27,147
2022-07-23 23:24:00,16,42,48,21,82,30,16,21,16,41,39,124,64,46,51,30,56,69
2022-07-23 23:25:00,22,52,46,28,71,21,24,24,51,22,39,63,53,41,60,28,30,78
2022-07-23 23:26:00,19,37,29,24,56,33,21,17,36,63,15,95,32,104,50,56,24,141
2022-07-23 23:27:00,16,33,47,28,73,24,20,25,34,108,35,69,28,90,141,39,23,62
2022-07-23 23:28:00,27,47,34,21,55,27,24,20,13,41,103,41,68,87,49,37,83,98
2022-07-23 23:29:00,15,44,35,25,63,13,21,16,61,83,58,57,210,30,172,25,55,98
2022-07-23 23:30:00,23,41,26,21,48,18,13,29,71,70,53,43,50,44,117,61,38,43
2022-07-23 23:31:00,17,33,21,11,47,28,29,23,25,27,26,54,115,34,63,61,18,54
2022-07-23 23:32:00,28,32,43,21,75,17,11,15,22,54,16,51,58,35,103,21,24,22
2022-07-23 23:33:00,21,47,40,18,59,12,19,24,33,37,33,59,48,76,108,23,58,83
2022-07-23 23:34:00,12,39,34,19,51,21,20,22,63,78,98,98,50,63,84,56,74,58
2022-07-23 23:35:00,15,34,27,20,70,20,16,15,31,58,29,48,191,70,67,26,24,112
2022-07-23 23:36:00,13,35,36,15,53,14,22,23,49,106,20,54,68,99,115,72,107,75
2022-07-23 23:37:00,13,26,32,24,45,22,20,20,41,57,73,93,96,44,88,37,33,79
2022-07-23 23:38:00,12,30,37,15,57,15,14,14,33,111,31,31,26,111,59,77,25,49
2022-07-23 23:39:00,11,37,33,17,32,16,15,17,55,65,53,36,40,44,27,31,57,114
2022-07-23 23:40:00,18,24,26,21,44,11,14,15,43,40,37,32,72,76,129,29,60,55
2022-07-23 23:41:00,27,32,26,11,40,8,12,18,62,93,94,98,69,23,49,25,31,169
2022-07-23 23:42:00,18,27,20,14,49,12,11,16,26,40,61,44,39,29,25,31,84,99
2022-07-23 23:43:00,22,35,20,14,45,13,12,18,22,30,41,65,122,30,46,67,49,145
2022-07-23 23:44:00,18,29,23,12,44,22,9,11,42,71,24,82,116,32,89,49,32,80
2022-07-23 23:45:00,15,29,27,26,56,12,13,8,60,58,72,135,44,41,64,81,34,90
2022-07-23 23:46:00,22,31,31,15,38,12,12,11,55,80,140,49,101,15,64,32,72,54
2022-07-23 23:47:00,14,34,26,12,33,9,16,17,40,26,62,45,49,25,30,92,89,139
2022-07-23 23:48:00,12,18,14,18,47,10,15,11,81,79,46,43,70,64,28,54,41,100
2022-07-23 23:49:00,18,19,21,16,32,12,11,14,38,57,87,73,58,37,58,67,44,163
2022-07-23 23:50:00,18,25,25,9,34,8,10,11,20,35,33,47,37,25,95,39,57,113
2022-07-23 23:51:00,20,23,17,15,37,10,14,16,18,54,30,62,61,111,71,43,46,67
2022-07-23 23:52:00,14,30,29,15,39,14,18,17,26,59,44,58,77,96,123,63,29,88
2022-07-23 23:53:00,22,37,20,12,34,14,22,17,82,32,118,32,46,25,87,18,45,105
2022-07-23 23:54:00,15,25,26,14,46,15,20,15,28,19,62,12,79,22,31,23,43,119
2022-07-23 23:55:00,19,25,24,15,46,20,16,16,15,56,25,47,62,22,17,69,28,110
2022-07-23 23:56:00,11,32,31,12,40,8,16,13,42,53,25,55,16,50,38,82,17,165
2022-07-23 23:57:00,13,26,27,13,35,16,15,13,37,32,46,74,20,27,59,44,36,77
2022-07-23 23:58:00,23,30,21,16,36,10,14,14,61,34,18,83,53,32,36,43,31,83
2022-07-23 23:59:00,23,32,21,17,36,14,14,14,71,26,31,50,60,83,41,36,16,59
2022-07-24 00:00:00,21,32,33,23,40,21,11,18,27,34,50,58,104,53,25,74,22,39
2022-07-24 00:01:00,19,31,32,11,32,21,10,11,63,30,44,35,101,73,27,49,36,50
2022-07-24 00:02:00,22,33,33,11,46,18,14,16,90,107,32,31,42,50,41,59,63,38
2022-07-24 00:03:00,21,31,32,9,35,20,16,13,75,68,32,46,44,109,116,25,36,155
2022-07-24 00:04:00,21,31,32,15,34,22,12,12,24,123,44,56,28,35,75,36,53,109
2022-07-24 00:05:00,21,31,32,11,21,18,18,20,58,52,109,42,53,74,33,57,27,112
2022-07-24 00:06:00,21,32,33,16,41,23,11,12,30,67,58,31,60,44,28,36,49,41
2022-07-24 00:07:00,18,30,32,15,22,21,12,12,38,22,64,35,126,30,96,72,48,110
2022-07-24 00:08:00,21,32,33,11,35,20,22,11,116,162,127,60,167,52,49,31,36,57
2022-07-24 00:09:00,22,34,34,22,41,26,15,17,87,46,47,115,37,39,73,19,23,41
2022-07-24 00:10:00,21,31,32,16,40,18,12,11,35,102,28,38,99,105,47,87,26,51
2022-07-24 00:11:00,21,31,33,12,32,25,17,11,65,57,30,76,69,32,75,46,30,52
2022-07-24 00:12:00,21,31,32,19,41,29,11,8,37,64,67,83,65,67,96,21,56,51
2022-07-24 00:13:00,18,31,32,12,33,17,13,13,24,144,29,68,72,41,73,55,46,59
2022-07-24 00:14:00,18,30,32,11,26,15,21,11,89,64,64,45,60,23,64,37,53,71
2022-07-24 00:15:00,18,31,32,13,20,25,15,12,61,36,58,28,55,31,88,33,20,53
2022-07-24 00:16:00,18,31,32,14,34,23,12,10,29,46,32,38,118,36,94,40,10,107
2022-07-24 00:17:00,18,29,29,12,31,17,12,11,24,50,23,65,51,92,67,106,20,146
2022-07-24 00:18:00,18,30,32,14,33,23,13,16,15,104,45,57,30,34,132,52,26,68
2022-07-24 00:19:00,18,31,32,13,35,27,14,9,77,46,40,101,12,41,136,36,20,71
2022-07-24 00:20:00,18,30,32,17,33,16,15,11,82,39,33,153,19,20,98,31,65,37
2022-07-24 00:21:00,17,27,29,11,7,20,10,12,30,64,52,92,31,34,54,16,32,87
2022-07-24 00:22:00,20,31,32,17,30,18,15,9,15,70,69,58,106,50,33,37,26,43
2022-07-24 00:23:00,18,30,32,16,29,24,10,9,23,59,37,49,163,46,22,18,71,82
2022-07-24 00:24:00,18,30,32,12,29,20,10,9,12,52,40,126,65,63,24,21,21,57
2022-07-24 00:25:00,18,30,32,10,24,16,13,18,18,78,54,53,66,33,28,22,34,71
2022-07-24 00:26:00,20,31,32,14,34,13,9,18,38,62,51,54,42,56,92,62,16,45
2022-07-24 00:27:00,18,30,32,13,24,13,10,17,46,69,25,58,110,98,29,44,15,76
2022-07-24 00:28:00,18,30,32,13,26,17,9,17,29,22,44,72,130,55,29,65,19,68
2022-07-24 00:29:00,19,31,32,9,30,16,19,18,88,25,34,71,58,26,135,61,20,183
2022-07-24 00:30:00,20,31,32,12,26,10,19,18,41,22,39,66,94,93,49,28,44,93
2022-07-24 00:31:00,22,34,36,12,34,28,21,20,37,10,51,66,115,55,48,100,74,51
2022-07-24 00:32:00,21,32,33,15,29,27,20,19,52,38,20,111,146,112,69,19,36,59
2022-07-24 00:33:00,18,31,32,16,22,25,18,18,42,53,17,56,73,119,39,19,24,99
2022-07-24 00:34:00,21,31,32,10,24,26,20,18,56,131,25,104,31,60,74,19,46,52
2022-07-24 00:35:00,19,31,32,14,24,25,19,18,54,84,54,66,28,35,68,23,65,117
2022-07-24 00:36:00,22,34,36,12,33,28,21,20,36,42,30,21,52,48,130,36,35,69
2022-07-24 00:37:00,18,30,30,15,19,14,17,16,93,33,31,81,61,82,77,15,36,45
2022-07-24 00:38:00,21,31,32,10,25,13,19,18,37,45,123,29,55,47,159,34,39,137
2022-07-24 00:39:00,18,30,32,13,25,17,18,18,48,56,102,47,42,59,132,76,16,42
2022-07-24 00:40:00,19,31,32,13,31,16,10,18,22,107,68,22,100,50,26,25,31,20
2022-07-24 00:41:00,17,28,29,10,21,13,10,8,34,85,43,17,38,30,31,43,23,35
2022-07-24 00:42:00,17,27,28,6,15,14,10,9,29,101,36,45,35,21,66,93,29,66
2022-07-24 00:43:00,18,30,32,9,27,15,10,13,67,57,41,42,27,90,37,37,96,44
2022-07-24 00:44:00,20,31,32,11,27,23,19,15,24,23,34,54,25,66,76,43,26,71
2022-07-24 00:45:00,17,27,29,9,20,10,14,7,10,50,85,127,103,110,26,20,36,22
2022-07-24 00:46:00,18,30,30,13,25,24,12,10,20,64,58,24,104,36,49,62,53,61
2022-07-24 00:47:00,18,30,30,12,20,24,7,17,27,42,13,38,18,29,47,73,52,48
2022-07-24 00:48:00,18,30,30,8,23,24,20,11,27,91,58,88,59,30,45,44,42,79
2022-07-24 00:49:00,18,30,32,12,28,25,12,13,34,73,48,118,50,69,70,97,73,119
2022-07-24 00:50:00,18,30,30,10,27,24,14,11,37,43,73,73,38,21,39,51,51,36
2022-07-24 00:51:00,17,27,28,8,19,21,10,7,35,62,44,103,47,79,51,84,70,46
2022-07-24 00:52:00,17,28,29,11,23,23,13,10,18,40,67,54,66,107,93,37,32,31
2022-07-24 00:53:00,17,28,29,12,20,23,10,12,25,70,35,86,50,80,59,58,79,54
2022-07-24 00:54:00,17,28,29,9,27,22,12,7,52,164,51,47,63,67,106,56,35,49
2022-07-24 00:55:00,18,30,30,25,19,24,9,12,38,29,104,89,75,38,37,140,33,36
2022-07-24 00:56:00,17,27,29,24,16,22,17,8,81,27,124,51,56,37,82,86,45,173
2022-07-24 00:57:00,18,30,30,27,26,24,8,7,31,62,22,18,74,62,57,31,19,35
2022-07-24 00:58:00,17,27,29,13,17,22,9,7,67,185,50,17,142,50,28,19,25,41
2022-07-24 00:59:00,14,27,28,9,15,21,6,6,63,66,43,28,32,42,48,34,19,79
2022-07-24 01:00:00,17,27,28,10,17,21,10,8,109,44,42,41,88,59,54,70,35,118
2022-07-24 01:01:00,14,26,28,5,14,21,10,8,68,81,42,50,47,34,33,62,22,84
2022-07-24 01:02:00,14,27,28,9,15,21,9,8,34,63,24,25,61,43,32,30,48,29
2022-07-24 01:03:00,17,28,29,13,16,22,11,11,16,28,51,92,47,60,117,28,62,32
2022-07-24 01:04:00,18,29,29,14,22,23,16,13,21,16,43,79,54,74,63,31,53,49
2022-07-24 01:05:00,17,27,28,14,19,22,8,9,12,20,34,179,52,17,124,35,98,83
2022-07-24 01:06:00,17,28,29,7,17,22,11,11,34,141,61,204,37,15,130,78,60,60
2022-07-24 01:07:00,17,27,28,11,19,21,7,10,16,86,91,77,18,51,78,46,52,62
2022-07-24 01:08:00,17,28,29,8,23,23,11,12,60,51,74,73,20,112,29,24,38,23
2022-07-24 01:09:00,17,27,28,9,19,22,7,10,78,50,106,74,22,39,68,45,95,48
2022-07-24 01:10:00,17,27,28,14,14,22,10,7,25,30,102,47,203,45,38,57,63,121
2022-07-24 01:11:00,17,27,29,12,14,22,13,10,18,57,12,93,100,43,21,75,55,72
2022-07-24 01:12:00,17,28,29,12,15,23,16,11,40,166,53,39,60,35,17,96,31,56
2022-07-24 01:13:00,17,28,29,13,21,22,15,9,64,107,25,94,58,83,47,33,29,149
2022-07-24 01:14:00,17,28,29,10,21,23,10,10,43,19,59,50,79,72,28,16,62,51
2022-07-24 01:15:00,17,28,29,13,20,23,8,11,108,25,61,74,41,20,124,94,29,50
2022-07-24 01:16:00,15,27,28,6,16,21,9,10,43,43,40,34,13,23,101,50,34,22
2022-07-24 01:17:00,16,27,28,8,15,21,13,11,32,107,43,30,25,34,65,45,55,32
2022-07-24 01:18:00,14,26,28,9,13,21,8,6,14,51,117,30,33,40,51,15,63,31
2022-07-24 01:19:00,17,27,28,10,18,21,11,7,21,133,46,26,102,56,28,83,62,59
2022-07-24 01:20:00,14,27,28,7,14,21,7,6,48,34,31,52,82,37,29,78,39,58
2022-07-24 01:21:00,17,27,28,9,14,21,9,8,77,99,41,44,97,53,51,95,57,33
2022-07-24 01:22:00,14,26,28,9,12,21,11,7,46,28,38,70,57,42,96,37,31,66
2022-07-24 01:23:00,18,29,29,10,16,23,21,10,22,52,51,139,98,95,108,21,29,81
2022-07-24 01:24:00,17,28,29,11,24,23,9,8,27,72,21,94,108,53,116,48,52,213
2022-07-24 01:25:00,14,26,28,9,11,21,9,9,20,20,13,65,48,56,93,21,39,89
2022-07-24 01:26:00,17,27,28,7,10,22,15,10,45,61,18,30,45,52,49,29,26,43
2022-07-24 01:27:00,17,27,28,8,14,21,11,8,24,91,46,85,68,59,35,33,29,39
2022-07-24 01:28:00,17,27,28,7,17,21,15,10,22,59,31,62,59,61,57,32,47,55
2022-07-24 01:29:00,14,26,28,7,10,21,6,5,32,89,42,117,97,43,35,59,41,62
2022-07-24 01:30:00,15,27,28,11,14,21,6,5,68,79,23,64,35,36,30,27,43,148
2022-07-24 01:31:00,15,27,28,10,16,21,9,5,50,80,28,45,31,54,34,34,49,41
2022-07-24 01:32:00,17,27,28,5,15,21,9,8,41,19,47,37,32,47,53,24,50,81
2022-07-24 01:33:00,17,28,29,12,18,22,8,12,23,52,60,33,71,34,27,36,66,103
2022-07-24 01:34:00,14,26,28,10,15,21,10,7,21,106,121,30,72,45,36,21,30,85
2022-07-24 01:35:00,15,27,28,8,11,21,12,7,34,33,44,75,106,51,25,41,25,124
2022-07-24 01:36:00,14,26,28,4,10,21,10,10,25,65,60,125,65,32,20,52,43,50
2022-07-24 01:37:00,14,26,28,7,16,21,10,10,51,75,37,132,59,28,43,41,71,58
2022-07-24 01:38:00,17,27,28,5,12,22,13,14,54,112,46,62,105,57,55,32,36,96
2022-07-24 01:39:00,17,27,29,8,18,22,14,9,76,97,41,49,37,53,93,15,45,41
2022-07-24 01:40:00,18,30,30,16,19,24,9,13,29,31,150,43,22,30,41,20,30,49
2022-07-24 01:41:00,17,27,28,13,13,21,10,10,76,56,41,124,19,22,24,30,38,102
2022-07-24 01:42:00,17,28,29,11,20,23,11,7,77,192,52,72,93,47,37,46,45,38
2022-07-24 01:43:00,14,26,28,10,14,21,6,5,46,27,51,59,48,35,30,87,44,111
2022-07-24 01:44:00,14,26,28,8,11,21,9,6,51,37,45,70,64,26,45,26,22,56
2022-07-24 01:45:00,17,27,28,10,21,22,9,6,34,66,90,37,35,52,57,14,38,46
2022-07-24 01:46:00,14,26,28,5,12,21,8,6,38,33,85,37,34,40,52,57,30,47
2022-07-24 01:47:00,14,27,28,9,10,21,10,8,30,27,31,147,81,97,51,15,24,114
2022-07-24 01:48:00,16,27,28,9,17,21,15,12,66,31,55,76,51,96,36,18,18,105
2022-07-24 01:49:00,14,27,28,8,18,21,8,6,38,43,55,35,32,54,34,16,12,57
2022-07-24 01:50:00,14,26,28,12,12,21,7,6,26,15,33,21,73,41,62,19,18,33
2022-07-24 01:51:00,14,26,28,8,13,21,10,8,40,15,78,58,36,54,31,22,46,79
2022-07-24 01:52:00,17,27,28,9,17,21,13,6,40,146,63,46,109,19,64,54,17,73
2022-07-24 01:53:00,17,27,29,14,18,22,11,5,24,88,54,96,200,43,51,41,89,37
2022-07-24 01:54:00,17,27,28,9,13,21,10,7,34,39,94,65,51,54,69,18,26,96
2022-07-24 01:55:00,17,27,28,7,16,21,12,6,36,28,36,46,35,39,113,33,108,91
2022-07-24 01:56:00,15,27,28,10,13,21,10,6,59,30,22,50,42,46,62,33,56,76
2022-07-24 01:57:00,16,27,28,14,17,21,12,7,37,51,62,59,71,36,128,108,32,43
2022-07-24 01:58:00,17,27,28,9,18,21,12,9,48,43,52,30,40,25,86,26,27,25
2022-07-24 01:59:00,15,27,28,9,14,21,6,11,23,49,48,35,71,35,33,20,29,35
2022-07-24 02:00:00,14,27,28,7,12,21,8,9,33,173,35,74,90,47,17,36,33,93
2022-07-24 02:01:00,17,27,28,10,14,21,13,11,48,110,48,37,43,128,50,25,26,53
2022-07-24 02:02:00,16,27,28,13,17,21,9,8,94,41,22,44,108,30,29,47,27,46
2022-07-24 02:03:00,14,26,28,11,9,21,8,8,43,133,72,80,49,22,39,68,80,33
2022-07-24 02:04:00,15,27,28,11,11,21,10,12,40,104,27,136,26,45,53,35,50,14
2022-07-24 02:05:00,17,27,28,12,15,21,8,5,51,37,18,76,87,65,37,23,36,33
2022-07-24 02:06:00,14,27,28,10,13,21,10,11,16,120,24,44,71,113,32,31,43,59
2022-07-24 02:07:00,17,27,29,9,21,22,14,12,34,84,58,52,35,43,87,52,30,23
2022-07-24 02:08:00,17,27,29,13,21,22,12,8,67,67,93,137,49,41,51,24,26,39
2022-07-24 02:09:00,14,27,28,12,12,21,9,7,53,55,27,69,38,41,34,111,66,33
2022-07-24 02:10:00,14,27,28,11,11,21,13,8,18,62,19,29,37,40,41,77,80,42
2022-07-24 02:11:00,17,28,29,8,21,22,13,12,78,28,46,56,42,29,120,38,28,30
2022-07-24 02:12:00,18,30,30,12,23,24,13,12,40,29,49,58,101,50,77,49,59,95
2022-07-24 02:13:00,17,27,29,11,19,22,11,10,32,29,24,47,79,153,135,43,48,53
2022-07-24 02:14:00,15,27,28,10,16,21,11,10,66,50,19,112,55,66,149,28,48,131
2022-07-24 02:15:00,17,27,28,10,19,21,11,12,31,52,73,157,122,66,129,62,76,63
2022-07-24 02:16:00,17,27,28,9,19,21,14,12,91,77,45,57,32,146,91,32,32,127
2022-07-24 02:17:00,17,27,28,12,17,21,10,7,14,57,78,51,29,84,37,31,17,33
2022-07-24 02:18:00,17,28,29,10,12,22,14,12,38,37,22,41,36,32,67,62,31,43
2022-07-24 02:19:00,17,27,28,20,17,21,7,10,22,53,78,46,106,30,34,40,42,48
2022-07-24 02:20:00,17,27,28,23,17,21,10,9,35,51,83,25,52,31,84,38,21,71
2022-07-24 02:21:00,17,27,28,5,15,21,13,7,27,83,80,22,82,24,36,47,30,85
2022-07-24 02:22:00,17,27,29,10,18,22,9,10,75,235,22,47,46,32,31,34,54,32
2022-07-24 02:23:00,17,27,28,6,11,21,14,10,45,118,53,44,41,127,38,75,68,31
2022-07-24 02:24:00,17,27,28,13,15,21,14,8,50,132,25,44,18,103,66,25,71,82
2022-07-24 02:25:00,17,27,28,7,12,21,11,9,23,32,16,25,33,69,54,51,26,59
2022-07-24 02:26:00,18,29,29,11,22,23,13,9,30,33,29,82,44,37,70,66,28,34
2022-07-24 02:27:00,17,27,29,13,17,22,12,6,57,66,81,41,33,54,233,69,31,78
2022-07-24 02:28:00,17,27,28,8,18,21,13,7,101,32,60,98,21,35,55,34,83,57
2022-07-24 02:29:00,15,27,28,9,15,21,9,5,53,31,58,94,49,52,27,23,40,116
2022-07-24 02:30:00,15,27,28,14,12,21,6,5,19,39,51,78,30,37,29,43,59,58
2022-07-24 02:31:00,16,27,28,4,16,21,18,7,34,95,22,73,69,54,62,81,79,72
2022-07-24 02:32:00,17,27,28,10,19,22,11,4,19,98,66,118,31,134,206,103,42,32
2022-07-24 02:33:00,17,28,29,8,19,23,16,15,29,47,35,45,71,77,37,78,38,33
2022-07-24 02:34:00,18,29,29,15,21,23,12,7,61,27,35,38,190,51,73,79,36,37
2022-07-24 02:35:00,17,28,29,12,22,23,14,10,68,36,92,88,71,11,45,41,35,31
2022-07-24 02:36:00,17,27,28,9,19,21,16,9,35,74,41,33,67,22,31,17,45,62
2022-07-24 02:37:00,17,28,29,11,19,22,6,10,73,63,39,42,56,49,22,31,30,193
2022-07-24 02:38:00,15,27,28,7,19,21,7,8,26,106,48,108,112,45,57,32,67,50
2022-07-24 02:39:00,17,27,28,11,18,21,8,10,25,92,79,65,74,115,45,19,24,70
2022-07-24 02:40:00,17,27,28,11,22,22,10,5,12,43,42,23,37,60,173,20,31,107
2022-07-24 02:41:00,18,29,29,10,20,23,16,5,13,46,40,15,54,51,50,28,62,50
2022-07-24 02:42:00,17,28,29,10,18,23,10,10,24,53,30,43,42,57,113,37,62,49
2022-07-24 02:43:00,18,30,31,8,20,24,14,19,75,102,74,93,67,91,33,32,39,34
2022-07-24 02:44:00,18,30,30,14,22,24,14,11,63,49,24,91,123,121,59,80,101,41
2022-07-24 02:45:00,18,30,31,15,22,24,17,8,58,95,57,85,60,52,51,66,26,64
2022-07-24 02:46:00,17,28,29,14,17,22,14,14,36,22,48,39,49,30,82,58,46,129
2022-07-24 02:47:00,15,30,30,13,24,24,16,9,78,103,100,59,113,40,94,40,24,37
2022-07-24 02:48:00,18,30,30,13,18,24,13,11,40,22,194,59,53,63,36,65,37,34
2022-07-24 02:49:00,20,30,30,4,19,24,22,14,100,41,76,56,109,18,49,30,37,76
2022-07-24 02:50:00,16,30,32,16,24,25,13,12,64,26,79,27,69,57,65,68,22,44
2022-07-24 02:51:00,16,11,29,12,24,23,17,14,19,33,106,38,95,41,177,49,48,59
2022-07-24 02:52:00,13,11,29,7,18,23,15,11,17,36,52,44,71,32,54,20,58,104
2022-07-24 02:53:00,13,10,32,19,19,24,10,16,30,28,33,41,50,77,26,78,46,50
2022-07-24 02:54:00,7,12,17,13,23,24,13,15,75,31,52,63,59,35,12,56,39,63
2022-07-24 02:55:00,11,12,17,14,19,24,18,16,22,55,24,40,25,19,39,27,90,53
2022-07-24 02:56:00,13,13,13,19,23,25,13,11,17,21,26,119,23,60,35,44,47,133
2022-07-24 02:57:00,12,17,21,17,20,25,16,18,24,56,32,51,40,36,43,75,21,30
2022-07-24 02:58:00,11,12,19,22,22,25,19,17,22,31,70,79,76,35,82,33,30,18
2022-07-24 02:59:00,12,15,23,20,25,25,17,15,43,56,16,72,48,36,61,57,33,46
2022-07-24 03:00:00,18,16,20,19,21,25,17,17,19,49,62,73,47,28,93,86,38,48
2022-07-24 03:01:00,16,15,21,20,27,26,19,18,26,85,86,106,47,32,103,66,73,71
2022-07-24 03:02:00,20,12,20,25,24,27,19,19,36,63,61,85,44,34,47,49,35,77
2022-07-24 03:03:00,12,19,19,29,26,26,15,21,52,119,40,40,35,28,89,31,21,152
2022-07-24 03:04:00,18,13,18,18,27,26,18,21,66,84,13,27,66,23,163,20,21,38
2022-07-24 03:05:00,15,19,17,23,30,26,17,20,24,39,41,19,66,44,35,20,54,50
2022-07-24 03:06:00,20,29,29,21,28,29,20,22,10,23,96,23,86,29,36,37,30,78
2022-07-24 03:07:00,24,8,14,23,25,26,19,18,53,63,45,41,160,57,80,44,53,34
2022-07-24 03:08:00,13,24,25,29,36,28,16,24,22,59,46,90,45,44,79,47,49,56
2022-07-24 03:09:00,18,15,21,23,35,28,29,27,22,46,46,30,38,88,47,45,32,65
