,Avg_1,Avg_2,Avg_3,Avg_4,Avg_5,Avg_6,Avg_7,Avg_8
6926,60.86666666666667,41.44,54.262,55.25375,52.944,38.458333333333336,53.370000000000005,49.722
6927,56.18,48.056,56.876,57.01125000000001,48.34,41.695,57.312,51.14399999999999
6928,51.68666666666667,45.588,43.278,49.401666666666664,46.422,36.586666666666666,47.364,44.402
6929,59.323333333333345,39.602,51.632000000000005,46.574999999999996,52.098,34.40333333333333,49.95,40.70399999999999
6930,58.31666666666666,38.246,54.646,51.33625000000001,50.714,34.78333333333333,53.234,45.346
6931,57.51833333333334,38.37,48.20399999999999,47.443749999999994,49.406,34.38666666666666,47.757999999999996,41.291999999999994
6932,64.485,48.878,51.879999999999995,56.04208333333333,56.352,43.50333333333333,52.55799999999999,50.318
6933,53.69666666666666,39.898,52.391999999999996,50.187083333333334,46.476,34.88,49.878,44.84
6934,57.811666666666675,44.056,50.15,45.475833333333334,51.288,36.34166666666667,50.66,40.04
6935,53.06333333333333,43.56,62.291999999999994,45.21791666666667,44.763999999999996,37.828333333333326,58.49400000000001,40.782
6936,57.16333333333333,42.406000000000006,48.284000000000006,52.29083333333333,50.260000000000005,35.74666666666666,48.291999999999994,47.198
6937,55.11333333333332,38.736000000000004,42.8,49.00375,49.134,33.52333333333333,44.598,42.995999999999995
6938,59.92166666666666,43.9,51.524,55.85833333333333,51.60799999999999,38.10166666666667,51.117999999999995,50.648
6939,56.585,47.886,44.67999999999999,49.057916666666664,48.751999999999995,40.60833333333333,45.946000000000005,43.058
6940,59.21166666666667,44.41799999999999,45.943999999999996,51.54624999999999,52.126,39.23833333333334,48.32599999999999,45.239999999999995
6941,55.48833333333332,46.668000000000006,51.775999999999996,49.21,48.256,39.809999999999995,51.174,44.10600000000001
6942,52.69,46.884,56.98,49.82083333333333,44.19599999999999,41.74,55.906000000000006,44.698
6943,55.74333333333334,36.894,54.303999999999995,48.73666666666667,48.064,35.36333333333333,47.614,43.112
6944,53.73,39.739999999999995,48.604,52.520416666666655,45.568,37.23,47.298,46.202
6945,54.35166666666667,41.61999999999999,52.78599999999999,52.45083333333334,47.436,37.526666666666664,50.426,46.682
